customer_id,first_name,last_name,email,signup_date,city
140,Alex,Shah,user140@example.com,2021-05-20,Mumbai
141,Priya,Fernandes,user141@example.com,2021-05-21,Pune
142,Karan,Rao,user142@example.com,2021-05-22,Chennai
143,David,Patel,user143@example.com,2021-05-23,Bangalore
144,Aisha,Fernandes,user144@example.com,2021-05-24,Pune
145,Mary,Patel,user145@example.com,2021-05-25,Pune
146,Priya,Patel,user146@example.com,2021-05-26,Chennai
147,Priya,Fernandes,user147@example.com,2021-05-27,Mumbai
148,John,Shah,user148@example.com,2021-05-28,Chennai
149,Sara,Gupta,user149@example.com,2021-05-29,Bangalore
150,Alex,Patel,user150@example.com,2021-05-30,Delhi
151,Sara,Singh,user151@example.com,2021-05-31,Bangalore
152,Sara,Singh,user152@example.com,2021-06-01,Pune
153,Sara,Rao,user153@example.com,2021-06-02,Mumbai
154,Alex,Gupta,user154@example.com,2021-06-03,Pune
155,Priya,Patel,user155@example.com,2021-06-04,Bangalore
156,David,Shah,user156@example.com,2021-06-05,Mumbai
157,David,Patel,user157@example.com,2021-06-06,Pune
158,Alex,Shah,user158@example.com,2021-06-07,Pune
159,Karan,Fernandes,user159@example.com,2021-06-08,Delhi
160,Mary,Rao,user160@example.com,2021-06-09,Bangalore
161,Aisha,Rao,user161@example.com,2021-06-10,Pune
162,Sara,Rao,user162@example.com,2021-06-11,Mumbai
163,David,Gupta,user163@example.com,2021-06-12,Bangalore
164,Mary,Singh,user164@example.com,2021-06-13,Chennai
165,Sara,Singh,user165@example.com,2021-06-14,Bangalore
166,Mary,Gupta,user166@example.com,2021-06-15,Mumbai
167,Alex,Singh,user167@example.com,2021-06-16,Mumbai
168,Alex,Shah,user168@example.com,2021-06-17,Mumbai
169,Sara,Shah,user169@example.com,2021-06-18,Delhi
170,Priya,Fernandes,user170@example.com,2021-06-19,Pune
171,John,Shah,user171@example.com,2021-06-20,Chennai
172,Priya,Singh,user172@example.com,2021-06-21,Mumbai
173,Mary,Rao,user173@example.com,2021-06-22,Delhi
174,Priya,Rao,user174@example.com,2021-06-23,Mumbai
175,John,Fernandes,user175@example.com,2021-06-24,Mumbai
176,Aisha,Fernandes,user176@example.com,2021-06-25,Mumbai
177,Mary,Gupta,user177@example.com,2021-06-26,Mumbai
178,Alex,Gupta,user178@example.com,2021-06-27,Bangalore
179,Mary,Singh,user179@example.com,2021-06-28,Delhi
180,David,Singh,user180@example.com,2021-06-29,Delhi
181,John,Gupta,user181@example.com,2021-06-30,Bangalore
182,Priya,Rao,user182@example.com,2021-07-01,Delhi
183,John,Patel,user183@example.com,2021-07-02,Bangalore
184,John,Shah,user184@example.com,2021-07-03,Pune
185,Priya,Gupta,user185@example.com,2021-07-04,Pune
186,Sara,Gupta,user186@example.com,2021-07-05,Delhi
187,Karan,Gupta,user187@example.com,2021-07-06,Delhi
188,Priya,Gupta,user188@example.com,2021-07-07,Pune
189,Priya,Gupta,user189@example.com,2021-07-08,Chennai
190,Karan,Rao,user190@example.com,2021-07-09,Chennai
191,Karan,Singh,user191@example.com,2021-07-10,Pune
192,David,Fernandes,user192@example.com,2021-07-11,Delhi
193,Sara,Shah,user193@example.com,2021-07-12,Delhi
194,John,Singh,user194@example.com,2021-07-13,Delhi
195,Aisha,Patel,user195@example.com,2021-07-14,Delhi
196,Mary,Gupta,user196@example.com,2021-07-15,Bangalore
197,Priya,Rao,user197@example.com,2021-07-16,Delhi
198,Alex,Fernandes,user198@example.com,2021-07-17,Pune
199,Mary,Patel,user199@example.com,2021-07-18,Mumbai
200,Priya,Fernandes,user200@example.com,2021-07-19,Mumbai
